embed_ICD,label_ICD,label_ICD_transformed
7.251243,0.9412910288345316,3.5999196748200664
6.935035,0.913713153184744,3.462030296571129
8.094884,1.1155472776191182,4.4712009187429995
10.513697,1.052509659517809,4.156012828236453
9.300138,0.950893291908658,3.647930990190699
7.805205,1.1800390688827045,4.793659875060931
5.43101,0.9963150288112776,3.875039674703797
6.3917365,1.0831693515366805,4.309311288330811
8.506802,1.054463387421079,4.165781467752803
9.102078,1.2483575436442649,5.135252248868733
5.287986,1.0171914115299665,3.9794215882972406
8.871071,1.0252210302524354,4.019569681909585
6.9394298,1.2507093742661546,5.147011401978181
6.9095936,1.0897645521483703,4.34228729138926
8.2042675,0.9922054248940316,3.8544916551175668
5.7170925,0.8668149852488256,3.2275394568915363
4.6296015,0.7779973470546463,2.78345126592064
8.22925,0.9475632352462892,3.6312807068788544
5.593398,0.815206777403667,2.9694984176657435
6.3048105,0.8423360672376143,3.10514486683548
9.010061,1.061691680446969,4.201922932882253
6.375117,0.850971051056095,3.1483197859278835
10.770512,1.0918340745347197,4.352634903321007
7.748211,1.0050685782055775,3.9188074216752957
4.481597,0.94702477575889,3.628588409441859
5.247511,0.790239116856404,2.844660114929429
7.5370393,1.2163284104631058,4.975106582962938
7.3306394,1.018697668068009,3.986952870987454
9.095761,1.264338767290725,5.215158367101033
7.4779825,1.0331755506741245,4.059342284018031
8.530784,1.0648494210863226,4.217711636079022
9.742262,1.4016062927442383,5.9014959943686005
6.899754,0.903577802612666,3.4113535437107387
7.039788,0.9435651790572568,3.611290425933692
8.105156,0.9711938502931704,3.74943378211326
4.68688,0.7730225205382236,2.7585771333385267
7.345624,0.9247310760856696,3.5171199110757563
7.936002,1.0959030863852175,4.3729799625734955
7.7219453,0.9362581905903408,3.5747554835991124
8.520201,1.1109430591543257,4.448179826419037
6.4866843,0.9403752530091822,3.5953407956933194
5.9250145,0.8687966929792158,3.237447995543487
5.4089637,0.8181167917487,2.9840484893909087
9.245774,1.0898228082539132,4.342578571916975
7.555649,0.9091484983044844,3.43920702216983
4.5190735,0.7931938357034449,2.859433709164633
6.0139575,0.8441088239762584,3.1140086505287004
4.3395457,0.785608973410414,2.8215093976994785
8.762653,0.795114056156869,2.869034811431754
8.146281,1.2150505687207125,4.968717374250971
7.278394,1.061556865143081,4.201248856362813
6.4121194,1.0659246686829962,4.223087874062389
5.9131565,0.9230783285159992,3.5088561732274046
7.5043454,0.9705716228840522,3.7463226450676697
6.0740757,0.7922994247617174,2.8549616544559955
8.420982,1.0663523078362815,4.225226069828816
6.209538,0.9486631945123823,3.6367805032093203
6.911909,0.9021491844305932,3.404210452800375
6.5487814,0.9904927231515522,3.8459281464051696
6.4944606,0.902530247460978,3.406115767952299
8.376071,1.3759551406804362,5.77324023404959
8.370465,1.1424355178658523,4.60564211997667
8.381726,0.8738823142861353,3.262876102078085
7.370153,1.0373949491507568,4.080439276401193
8.397226,1.2249710065409452,5.018319563352135
8.473502,1.0812162607431934,4.299545834363376
7.53349,1.114156523682274,4.464247149058778
5.8065977,1.0414181139781282,4.10055510053805
5.0054183,0.8431795153929176,3.1093621076119966
6.7661743,0.9105943059872074,3.446436060583445
6.671186,1.1818091004318676,4.8025100328067465
7.1590233,0.951604249395066,3.6514857776227387
10.194312,0.998750251260133,3.8872157869480732
8.538856,1.0825032627529052,4.305980844411934
8.995603,1.1032721662620175,4.4098253619574965
4.5976243,0.7248118843971527,2.517523952633172
7.729678,0.9532969276773612,3.6599491690342143
9.501876,1.059610141588375,4.191515238589283
6.5364695,0.9717434522378487,3.7521817918366525
6.897543,0.9035415882419624,3.4111724718572205
6.0310526,0.8559021800058391,3.172975430676604
7.6636233,1.0148181237920626,3.9675551496077217
8.979579,1.003097279845402,3.908950929874419
6.1857047,0.8631526403759199,3.209227732527008
9.816657,0.9710348125625934,3.7486385934603756
7.4157925,0.9142761843439516,3.4648454523671663
7.69196,1.0138012113300572,3.9624705872976946
