,0
453,7.299671
454,6.420212
455,6.6133513
456,8.758923
457,7.0192018
458,8.070207
459,8.476714
460,6.271224
461,7.0465565
462,7.683287
463,7.598829
464,9.11327
465,8.003361
466,6.905817
467,7.1778646
468,6.0047655
469,7.888331
470,7.3428397
471,5.0946736
472,6.0160193
473,6.906569
474,6.2532244
475,6.6455164
476,6.227721
477,6.30341
478,9.078699
479,7.2019315
480,6.069142
481,6.004289
482,7.054134
483,6.219594
484,6.209931
485,6.229005
486,7.8782353
487,7.9779634
488,6.1990633
489,8.369524
490,6.9797034
491,6.6619244
492,5.484044
493,6.049625
494,7.6440644
495,6.169107
496,6.866097
497,6.428337
498,6.8322663
499,12.450509
500,7.0178
501,8.725565
502,6.8064
503,5.941626
504,6.4589453
505,6.2101073
506,7.147238
507,9.47147
508,5.960997
509,5.6465373
510,9.253567
511,7.3662086
512,7.5468187
513,7.405631
514,6.1391883
515,8.376127
516,7.874296
517,6.8403263
518,9.486072
519,7.405214
520,6.6066785
521,8.747184
522,6.6663036
523,8.083146
524,8.4202
525,6.110011
526,6.4922385
527,8.064207
528,8.142777
529,6.0392523
530,7.915181
531,8.429537
532,8.204654
533,6.9349704
534,6.440223
535,5.908928
536,5.9187346
537,8.439541
538,8.271947
539,5.2848873
540,7.6763926
541,6.214322
542,7.1898727
543,6.4009595
544,7.0965185
545,6.760787
546,8.536717
547,6.1370454
548,10.513698
549,7.037582
550,11.254238
551,6.2352247
552,5.8048906
553,5.5953813
554,11.18768
555,9.349923
556,5.7282367
557,5.3644032
558,11.695786
559,10.304698
560,6.6813564
561,8.010382
562,6.343762
563,7.9381475
564,10.463912
565,8.506508
566,9.424931
567,10.872283
568,5.289006
569,8.77959
570,4.365856
571,5.9521594
572,9.577469
573,10.864123
574,6.459693
575,7.9617467
576,5.272998
577,6.7176375
578,6.3045
579,4.893381
580,8.839488
581,7.048295
582,9.052318
583,10.21015
584,10.438755
585,6.023939
586,7.33227
587,5.604036
588,7.8465543
589,9.043889
590,9.001698
591,5.7900076
592,7.294589
593,11.134969
594,8.283298
595,10.26903
596,10.082138
597,6.08198
598,7.5821137
599,8.801378
600,8.959166
601,11.710043
602,10.282097
603,6.825627
604,8.325361
605,6.5329857
606,9.125945
607,8.426699
608,4.76228
609,6.006253
610,8.484888
611,6.573322
612,6.5108304
613,5.89426
614,6.490146
615,10.865577
616,9.130537
617,6.826932
618,6.557413
619,7.6587944
620,5.362465
621,5.8366165
622,5.5106964
623,10.1623535
624,10.07126
625,5.9683566
626,9.568265
627,7.8557916
628,8.033133
629,5.772264
630,5.293582
631,9.131953
632,5.177943
633,7.9098516
634,6.6127486
635,8.257515
636,14.46831
637,8.0747595
638,11.245164
639,7.2105956
640,5.1596937
641,5.5834293
642,5.4596453
643,8.222801
644,11.268967
645,5.6980925
646,4.891641
647,11.275987
648,8.267815
649,9.450929
650,9.496601
651,5.296874
652,10.502732
653,10.139082
654,6.696525
655,11.591583
656,9.289367
657,6.4457264
658,10.931279
659,4.3485355
660,10.256568
661,10.024565
662,6.2276964
663,7.256722
664,10.24458
665,10.211202
666,5.720422
667,9.490287
668,10.847157
669,10.306519
670,7.4524517
671,6.265536
672,4.859959
673,5.5825996
674,10.887744
675,9.866548
676,5.177192
677,9.605381
678,4.558932
679,6.8707895
680,6.1599126
681,7.939625
682,7.390626
683,10.395084
684,5.319261
685,9.300138
686,7.318826
687,9.772086
688,6.217991
689,5.8048906
690,5.91483
691,10.391725
692,9.114434
693,6.0146923
694,6.126743
695,10.767067
696,9.151091
697,6.972813
698,7.9133663
699,6.4396253
700,7.3314347
701,9.584692
702,7.652551
703,8.59238
704,9.486927
705,5.6483874
706,7.879715
707,5.4520416
708,6.1550336
709,8.846018
710,9.662905
711,6.609625
712,7.409422
713,6.04343
714,7.0094767
715,6.785458
716,5.6350665
717,8.119783
718,6.9447823
719,7.9994326
720,9.430438
721,9.218733
722,5.9911547
723,7.5467916
724,5.689661
725,7.4731774
726,8.769
727,8.318224
728,6.385552
729,7.096069
730,9.936975
731,7.9331203
732,9.230777
733,9.156681
734,6.673072
735,7.664317
736,8.5364
737,8.524141
738,10.186982
739,9.042099
740,7.3259807
741,7.990763
742,6.5335674
743,8.696267
744,8.145825
745,5.21465
746,6.217464
747,7.5798335
748,6.7146125
749,7.031948
750,6.6337686
751,6.9214664
752,10.171222
753,8.260077
754,6.7546654
755,6.716153
756,7.6933417
757,5.888521
758,6.499319
759,6.464413
760,8.984783
761,8.872118
762,6.0848713
763,9.30174
764,7.657978
765,7.567865
766,5.778022
767,6.2834506
768,8.587559
769,5.8339067
770,7.4628615
771,6.8764663
772,7.5346193
773,13.116272
774,7.8582506
775,9.796652
776,7.4767914
777,6.001966
778,6.4560914
779,6.3276644
780,8.082133
781,10.594563
782,5.8418283
783,5.4512815
784,10.413003
785,8.187272
786,8.307416
787,8.311615
788,6.0573487
789,9.362065
790,8.9467535
791,7.196315
792,10.561193
793,8.195578
794,7.085305
795,9.890808
796,5.960543
797,9.020876
798,9.243029
799,6.1193824
800,7.2234635
801,9.106804
802,9.176547
803,6.151967
804,8.888811
805,9.465755
806,9.288445
807,7.4649525
808,6.6925807
809,5.5373325
810,5.9181356
811,9.577275
812,9.235475
813,5.350867
814,8.678916
815,5.6956906
816,7.5158463
817,6.5541205
818,7.9066744
819,7.3928747
820,9.647687
821,6.0282097
822,7.805206
823,5.3331575
824,9.687109
825,5.6091747
826,5.5953813
827,5.91483
828,8.325934
829,6.9953165
830,5.3208976
831,5.08045
832,8.740939
833,9.508427
834,4.7749434
835,6.3725533
836,5.7065706
837,6.155242
838,7.6332884
839,7.959965
840,7.245412
841,9.103497
842,5.523716
843,7.294857
844,5.592937
845,5.032522
846,6.7610016
847,8.533027
848,5.319445
849,6.7754383
850,4.997897
851,5.286827
852,5.566293
853,5.3297334
854,7.458564
855,5.545284
856,8.397009
857,7.374519
858,9.056445
859,5.4997354
860,5.9121966
861,5.448644
862,6.200369
863,6.453345
864,6.7185216
865,5.7980204
866,6.356395
867,8.466774
868,6.0892076
869,7.612566
870,9.19126
871,5.001692
872,6.0343256
873,6.699135
874,6.729435
875,10.267962
876,8.46228
877,5.7884603
878,6.3321347
879,5.3209834
880,7.1415477
881,6.523777
882,4.378615
883,5.5723696
884,8.016232
885,5.377044
886,5.5389714
887,4.8568616
888,4.9241867
889,8.182576
890,6.913357
891,5.264812
892,4.7230115
893,6.064947
894,6.13308
895,5.060816
896,4.7946224
897,7.8741283
898,8.96205
899,6.3785896
900,7.2063603
901,6.3082595
902,6.1298265
903,5.1386395
904,4.588162
905,7.0236244
906,5.817188
907,6.8538613
908,5.396078
909,7.319775
910,13.824684
911,6.023519
912,9.682477
913,5.5090055
914,4.824688
915,5.349966
916,5.001439
917,5.9887
918,8.409649
919,6.165656
920,5.19451
921,8.422235
922,6.2485514
923,9.062813
924,8.318459
925,5.403128
926,8.586028
927,8.303025
928,5.6950784
929,9.15974
930,8.548255
931,5.208098
932,8.312087
933,5.773686
934,8.950549
935,8.274815
936,6.6444397
937,5.3907633
938,8.148608
939,8.101653
940,5.4074697
941,7.2866235
942,9.3254175
943,7.8733764
944,6.2172456
945,5.668698
946,5.6279964
947,5.6539187
948,8.695315
949,7.645176
950,5.0249853
951,7.6627374
952,5.6617627
953,5.923154
954,5.715415
955,5.914082
956,5.7909513
957,7.7077994
958,5.4765534
959,5.4310093
960,6.6640034
961,10.091749
962,9.256426
963,11.187678
964,10.391726
965,8.325934
966,5.406649
967,9.491655
968,9.315117
969,4.3508196
970,11.829673
971,6.2934866
972,7.0332313
973,9.163309
974,7.207461
975,4.6613965
976,10.867251
977,6.7026534
978,9.133391
979,10.3239975
980,8.395764
981,11.752236
982,8.285168
983,4.409661
984,6.903321
985,7.8384414
986,8.855107
987,9.2809725
988,7.2110095
989,8.629504
990,10.6471815
991,8.490321
992,7.304249
993,10.989756
994,4.476944
995,10.007908
996,9.219665
997,7.323975
998,9.938451
999,7.2661147
1000,4.6646695
1001,6.0387306
1002,9.827312
1003,8.504746
1004,5.6402016
1005,5.885351
1006,5.344335
1007,10.982398
1008,7.855262
1009,7.088448
1010,6.0090885
1011,5.905354
1012,10.81835
1013,8.530092
1014,8.0684
1015,6.5068793
1016,7.8769927
1017,6.2834764
1018,6.499662
1019,9.174697
1020,9.264075
1021,11.006192
1022,7.612963
1023,8.146356
1024,8.089578
1025,6.980881
1026,4.912371
1027,6.192238
1028,7.1500497
1029,6.4280376
1030,6.8725243
1031,11.482641
1032,8.406643
1033,8.603669
1034,6.436315
1035,10.621448
1036,11.129178
1037,5.31833
1038,7.403897
1039,6.8805304
1040,8.929983
1041,8.581589
1042,6.569585
1043,10.873701
1044,8.766612
1045,7.579183
1046,9.558971
1047,15.567572
1048,6.047292
1049,10.151675
1050,6.5403814
1051,9.092012
1052,9.151361
1053,8.784218
1054,5.7176604
1055,4.4458265
1056,11.218179
1057,10.29223
1058,4.6522427
1059,6.273165
1060,12.065882
1061,9.907772
1062,10.085319
1063,7.8841963
1064,8.2836
1065,7.9835606
1066,6.309758
1067,11.042911
1068,7.5940804
1069,5.621948
1070,11.963161
1071,10.090734
1072,7.687847
1073,11.523709
1074,6.265405
1075,7.136782
1076,7.121334
1077,9.29124
1078,6.2885146
1079,9.857379
1080,6.1156497
1081,7.860705
1082,8.943058
1083,11.109521
1084,10.129222
1085,7.6198955
1086,6.2082357
1087,9.810257
1088,7.3799424
1089,11.553923
1090,7.8706217
1091,9.073048
1092,6.0653625
1093,6.988836
1094,4.9589577
1095,10.053129
1096,6.3917365
1097,5.527784
1098,10.675355
1099,8.162064
1100,9.349923
1101,9.114436
1102,6.995317
1103,5.406649
1104,8.199004
1105,7.589811
1106,5.5632668
1107,11.777354
1108,4.929384
1109,6.590509
1110,8.051451
1111,6.9945855
1112,5.29699
1113,10.544978
1114,6.8809705
1115,9.74857
1116,9.023778
1117,8.372142
1118,9.941602
1119,7.129261
1120,4.7872534
1121,7.693054
1122,6.8667827
1123,8.3456955
1124,7.5699587
1125,5.971973
1126,7.247338
1127,8.992205
1128,8.363737
1129,6.392461
1130,10.833791
1131,5.0079074
1132,10.273122
1133,8.230848
1134,6.4808664
1135,8.700445
1136,6.784414
1137,4.3143263
1138,6.095957
1139,8.428761
1140,7.8613176
1141,6.7454143
1142,5.5146213
1143,6.0933056
1144,10.86674
1145,6.313403
1146,6.306991
1147,5.7600994
1148,5.8443303
1149,11.403409
1150,9.004758
1151,6.6755805
1152,6.248218
1153,6.9731617
1154,6.351388
1155,6.1925826
1156,7.6282377
1157,8.080783
1158,10.666537
1159,6.6202464
1160,6.7337523
1161,6.3861094
1162,5.523742
1163,5.58777
1164,6.4358892
1165,6.176802
1166,5.268704
1167,6.1628485
1168,9.987977
1169,6.786301
1170,6.712083
1171,7.2209415
1172,10.731428
1173,9.970335
1174,5.2934895
1175,6.874028
1176,6.4273653
1177,7.8654256
1178,6.6212716
1179,6.4673686
1180,9.414267
1181,8.305972
1182,6.499605
1183,9.226359
1184,15.830965
1185,5.552156
1186,10.698071
1187,5.3851066
1188,7.3363748
1189,7.5912123
1190,7.0314875
1191,5.046371
1192,5.220732
1193,9.988076
1194,8.794076
1195,5.591267
1196,5.683167
1197,11.884446
1198,10.044823
1199,8.411694
1200,8.525297
1201,8.722815
1202,6.8117466
1203,7.305635
1204,10.932716
1205,5.9836698
1206,6.508283
1207,9.864097
1208,10.357835
1209,8.101173
1210,10.44761
1211,5.4418426
1212,7.8173075
1213,7.655023
1214,7.9560943
1215,6.442141
1216,10.350706
1217,6.7993298
1218,7.0971255
1219,7.6226783
1220,9.573602
1221,8.792508
1222,8.403235
1223,6.5131416
1224,8.488682
1225,7.628782
1226,9.70319
1227,6.597266
1228,7.876687
1229,5.350021
1230,6.2778616
1231,5.5090613
1232,8.50503
1233,8.506802
1234,6.437214
1235,9.396212
1236,5.8576956
1237,5.7282367
1238,6.014692
1239,5.3208976
1240,9.491655
1241,8.199004
1242,5.637047
1243,9.880499
1244,9.030977
1245,6.0051837
1246,7.1801896
1247,6.0453954
1248,6.67346
1249,8.68649
1250,7.574392
1251,7.8667555
1252,9.024349
1253,5.554534
1254,7.441285
1255,5.5332704
1256,5.6027803
1257,7.9247117
1258,8.993902
1259,5.994069
1260,6.973508
1261,5.551525
1262,6.239717
1263,6.226844
1264,5.48529
1265,7.6720543
1266,6.3055086
1267,7.928815
1268,8.517203
1269,8.875574
1270,5.7014155
1271,6.808508
1272,5.5153933
1273,6.83452
1274,7.8076134
1275,7.5361176
1276,6.1172457
1277,6.6987925
1278,9.160944
1279,7.101091
1280,8.416389
1281,8.984543
1282,5.9144516
1283,6.921457
1284,7.7185206
1285,7.690044
1286,9.8661375
1287,8.530662
1288,6.6345215
1289,7.1955824
1290,5.8992515
1291,7.991408
1292,7.3895354
1293,4.7784286
1294,5.8782964
1295,7.5708947
1296,6.098601
1297,6.3497972
1298,5.80101
1299,6.0270705
1300,9.29519
1301,7.557754
1302,6.061711
1303,5.830852
1304,6.958329
1305,6.006917
1306,5.8479614
1307,5.680962
1308,8.344474
1309,8.63096
1310,6.185333
1311,8.40339
1312,6.992084
1313,6.840788
1314,5.4146643
1315,5.4928246
1316,7.832737
1317,5.837434
1318,7.087347
1319,6.2113075
1320,7.264825
1321,13.133053
1322,7.0378838
1323,9.41421
1324,6.6315317
1325,5.4575663
1326,5.9625745
1327,5.7201524
1328,7.157097
1329,9.674641
1330,5.939759
1331,5.326236
1332,9.5293665
1333,7.3116083
1334,8.362262
1335,8.046079
1336,5.744233
1337,8.826834
1338,8.407285
1339,6.507282
1340,9.857664
1341,8.086072
1342,6.246975
1343,9.09469
1344,5.912563
1345,8.703952
1346,8.688077
1347,6.2676454
1348,6.427321
1349,8.503935
1350,8.542222
1351,5.789477
1352,8.1002035
1353,9.1012
1354,8.538218
1355,6.866789
1356,6.2004046
1357,5.566319
1358,5.7602806
1359,8.954065
1360,8.460786
1361,5.1470175
1362,8.07575
1363,5.6868005
1364,6.822331
1365,6.156746
1366,7.037832
1367,6.657966
1368,8.768929
1369,5.771444
1370,9.102078
1371,5.6759977
1372,10.879219
1373,6.043114
1374,5.3644037
1375,6.1267424
1376,5.0804496
1377,9.315118
1378,7.589811
1379,5.6370473
1380,9.81175
1381,10.417323
1382,5.1520605
1383,6.9372883
1384,6.099769
1385,7.0807576
1386,8.703449
1387,8.726724
1388,8.245507
1389,10.312227
1390,5.7444453
1391,8.238715
1392,5.374217
1393,5.449084
1394,7.799173
1395,9.72995
1396,5.769505
1397,7.4717107
1398,4.947734
1399,5.6092253
1400,5.730135
1401,5.3180413
1402,8.235812
1403,6.1136503
1404,9.247922
1405,8.391512
1406,10.099991
1407,6.013017
1408,6.29144
1409,5.807851
1410,6.9220986
1411,7.1389985
1412,7.673762
1413,5.8649893
1414,6.9051113
1415,9.706745
1416,6.8650985
1417,8.786889
1418,10.00145
1419,5.11874
1420,6.474893
1421,7.3730135
1422,7.51976
1423,11.441725
1424,9.624504
1425,5.878891
1426,7.0947447
1427,5.868774
1428,7.887974
1429,7.189167
1430,4.6436663
1431,5.8672514
1432,8.757852
1433,5.821837
1434,5.6310816
1435,4.831875
1436,5.161868
1437,9.073076
1438,7.964135
1439,5.8474507
1440,5.2444153
1441,6.515167
1442,6.1449842
1443,5.103964
1444,4.622914
1445,9.078808
1446,9.955997
1447,6.636474
1448,7.832562
1449,6.9279523
1450,6.9261017
1451,5.6530294
1452,4.423621
1453,7.8504305
1454,5.8562317
1455,7.5233016
1456,5.742801
1457,8.08919
1458,14.74963
1459,6.700427
1460,10.86549
1461,5.8522453
1462,4.7863445
1463,5.279796
1464,4.891211
1465,6.580406
1466,9.298505
1467,6.4011226
1468,5.330115
1469,9.441384
1470,6.7837706
1471,9.871093
1472,9.336477
1473,5.3375535
1474,9.705868
1475,9.428923
1476,5.8547883
1477,10.217427
1478,9.435436
1479,5.245112
1480,9.437072
1481,5.2079887
1482,10.004043
1483,9.181537
1484,6.9715333
1485,5.9847713
1486,9.30704
1487,9.1846075
1488,5.607201
1489,8.143652
1490,10.472937
1491,9.00017
1492,6.668522
1493,5.8336663
1494,5.632089
1495,5.8344536
1496,9.935872
1497,8.503765
1498,5.3788075
1499,8.664778
1500,5.349197
1501,5.940638
1502,5.938653
1503,6.447787
1504,6.3454113
1505,8.673419
1506,5.4872203
1507,5.287986
1508,7.0538945
1509,9.998179
1510,9.594023
1511,11.695786
1512,10.767068
1513,8.740939
1514,4.3508196
1515,5.5632668
1516,9.8805
1517,9.811751
1518,11.887435
1519,6.7541976
1520,7.2136292
1521,9.5071125
1522,7.3347926
1523,4.6141114
1524,10.992162
1525,6.73762
1526,9.034981
1527,10.706288
1528,8.472356
1529,12.24943
1530,8.657679
1531,4.4568076
1532,6.7820225
1533,8.145906
1534,9.037922
1535,9.775025
1536,7.6190896
1537,9.056411
1538,11.112856
1539,8.580638
1540,7.6217656
1541,11.072946
1542,4.473732
1543,9.99804
1544,9.526868
1545,7.6202836
1546,10.30377
1547,7.474983
1548,4.920024
1549,6.117887
1550,10.24149
1551,8.742641
1552,5.424574
1553,6.0906854
1554,5.252528
1555,11.072011
1556,8.331031
1557,7.3730555
1558,6.160911
1559,6.012719
1560,10.721757
1561,8.4703245
1562,8.500742
1563,6.652517
1564,8.181955
1565,6.35822
1566,6.6689196
1567,9.633697
1568,9.624372
1569,11.138244
1570,7.9525623
1571,8.577256
1572,8.59066
1573,7.450186
1574,4.8152757
1575,6.234474
1576,7.4898148
1577,6.834396
1578,7.1442547
1579,11.900463
1580,8.891199
1581,9.149344
1582,6.320454
1583,10.643732
1584,11.464728
1585,5.4315925
1586,7.61744
1587,7.0829487
1588,9.263801
1589,9.149005
1590,6.704014
1591,11.294414
1592,8.954835
1593,7.935531
1594,9.702439
1595,15.533342
1596,6.2872887
1597,10.066783
1598,6.9446526
1599,9.607993
1600,9.610874
1601,9.304325
1602,5.997114
1603,4.3546286
1604,11.571211
1605,10.726582
1606,4.4820075
1607,6.5100365
1608,12.149568
1609,9.924261
1610,10.563381
1611,7.783456
1612,8.245792
1613,8.355869
1614,6.1079016
1615,11.114763
1616,8.092573
1617,5.4577336
1618,12.523181
1619,10.080067
1620,7.635255
1621,11.837783
1622,6.5867534
1623,7.0308595
1624,7.0643883
1625,9.693549
1626,6.3196554
1627,9.787673
1628,6.0091214
1629,8.127546
1630,9.346642
1631,11.542772
1632,10.522246
1633,7.4812803
1634,6.2086964
1635,10.20431
1636,7.401381
1637,12.057486
1638,8.27959
1639,9.443786
1640,6.3576255
1641,7.2505527
1642,4.9271626
1643,10.50099
1644,8.871071
1645,11.107312
1646,5.927567
1647,8.364432
1648,10.304698
1649,9.151091
1650,9.508427
1651,11.829674
1652,11.777355
1653,9.030977
1654,10.417324
1655,11.887434
1656,10.931013
1657,10.426429
1658,8.956633
1659,8.283579
1660,10.537311
1661,6.1472225
1662,8.788401
1663,6.6720953
1664,8.704387
1665,7.233516
1666,9.894843
1667,9.358813
1668,10.408768
1669,8.58526
1670,9.797226
1671,7.7310557
1672,10.441828
1673,10.665931
1674,10.390462
1675,9.548962
1676,7.9407334
1677,9.606445
1678,5.6751266
1679,10.80405
1680,6.5262656
1681,8.27467
1682,10.986601
1683,8.114938
1684,9.112867
1685,11.641182
1686,9.392241
1687,10.019613
1688,8.8651705
1689,9.491185
1690,10.19051
1691,9.427217
1692,7.3912125
1693,10.919839
1694,10.720809
1695,10.973268
1696,10.448917
1697,5.800313
1698,7.1077576
1699,11.206187
1700,10.080171
1701,9.040006
1702,10.613026
1703,10.327476
1704,8.969877
1705,9.141658
1706,5.934405
1707,9.924594
1708,10.981857
1709,11.155638
1710,11.021529
1711,11.723337
1712,8.589549
1713,9.466464
1714,10.334137
1715,10.769182
1716,9.122406
1717,10.765773
1718,11.406062
1719,8.234285
1720,6.0225143
1721,8.273724
1722,11.997885
1723,9.686443
1724,8.924894
1725,8.285169
1726,11.319484
1727,9.807672
1728,9.533971
1729,8.283555
1730,10.481234
1731,7.026121
1732,8.289919
1733,10.418135
1734,6.082672
1735,11.223739
1736,10.58293
1737,11.007359
1738,11.032
1739,10.906843
1740,12.478007
1741,8.07995
1742,9.1634035
1743,11.576138
1744,11.044537
1745,5.00302
1746,6.012848
1747,10.133385
1748,8.103736
1749,7.012776
1750,11.057113
1751,10.38157
1752,5.6369405
1753,11.499567
1754,9.993412
1755,11.299555
1756,6.196137
1757,9.298114
1758,7.289526
1759,10.403603
1760,8.189767
1761,8.519975
1762,9.565602
1763,10.043562
1764,6.237241
1765,9.328445
1766,10.027947
1767,10.113372
1768,9.223023
1769,8.930123
1770,7.7268786
1771,10.375119
1772,8.256353
1773,8.3103
1774,10.186561
1775,11.750121
1776,9.903334
1777,11.077267
1778,10.341975
1779,10.94425
1780,9.92978
1781,6.9394298
1782,3.9599812
1783,10.596505
1784,6.2195415
1785,6.6813564
1786,6.9728136
1787,4.774943
1788,6.293487
1789,4.9293838
1790,6.0051837
1791,5.1520605
1792,6.754198
1793,10.931013
1794,5.6436
1795,6.132866
1796,6.0896096
1797,5.841203
1798,9.41131
1799,6.5837727
1800,9.724246
1801,6.7901998
