,0
0,0.704597387583887
1,0.9151988324423761
2,0.6049326744759661
3,0.964311765236171
4,0.6233811345868446
5,0.722106693099388
6,0.8768175010734056
7,0.7638071838099101
8,0.8203781750645758
9,0.826103735761423
10,0.8325143671643428
11,0.6827244964465738
12,0.5264111960017787
13,0.8599672957257374
14,0.9466269506316362
15,0.8551481877738619
16,0.9833373955498877
17,0.6726073866541231
18,0.7881062569853899
19,0.8264482153094358
20,0.7194255315242031
21,0.758882779931458
22,0.8207630227024151
23,0.6322130718338296
24,0.9636046573576067
25,0.8301830323900594
26,0.8460754417814595
27,0.8564402251144438
28,1.031050279063141
29,0.8043720353027902
30,0.9830267820614202
31,0.9559071150423822
32,0.819317239592426
33,1.0023917597754242
34,0.9182812429275065
35,0.6279441558579066
36,0.7450567582954283
37,0.6650961961097283
38,0.9621038801896094
39,0.9154063155534099
40,0.8538365347329571
41,0.9852224774375432
42,0.7679616785727297
43,0.8853805578383319
44,0.9599350138243652
45,0.9891716451678716
46,0.7905748633871335
47,0.9213722387354858
48,0.815909597173973
49,0.6398263163487024
50,0.8154920269216035
51,0.9960830843915437
52,0.9608189903861227
53,0.7920774764284496
54,0.5135623848895542
55,0.7459842862071043
56,0.9093640738162353
57,0.931275723404903
58,0.8790894201360681
59,1.0062187662518989
60,0.9017337396346099
61,0.7022006170682338
62,0.8755916649873879
63,0.5263701811807561
64,0.9186671322909544
65,0.9590125098772438
66,0.8480035918562544
67,0.9340856422292731
68,0.8830145846150746
69,0.8165842154686069
70,0.9503220868604051
71,0.9324209035742531
72,0.9335025369814637
73,0.7098706241390605
74,0.9579371892601497
75,0.7420887921662989
76,0.7556285172998348
77,0.5672033900766633
78,0.795085975152534
79,0.857391627447124
80,1.017139511351159
81,0.8964989781913566
82,0.8519162827577099
83,0.6774355318723128
84,0.9636283719504014
85,0.6809972681918518
86,0.9633342742314444
87,0.994245615212812
88,0.8484630299513616
89,0.0008031758894237143
90,0.9176076342710009
91,0.5972296773935892
92,0.9684782683218072
93,0.7323720609929423
94,0.953240996240426
95,0.7455765143781127
96,0.9111757696281227
97,0.8087435131543753
98,0.7589033155769105
99,0.7950323684494999
100,0.7461650070223333
101,0.8791309268003944
102,0.26869924050261135
103,0.616107535153536
104,0.9397620583905211
105,0.9167043651514363
106,0.8854938410063776
107,0.9195773397853125
108,1.0098397098057605
109,0.5133117505478904
110,0.8450701040601856
111,0.7797381181062503
112,0.44316420307471954
113,0.6553021861789646
114,0.95516643667494
115,0.8322126220222424
116,1.0573380796824412
117,0.8082757486382578
118,0.9050402056498495
119,0.9052148202570892
120,0.8575462490857392
121,0.6612840291568208
122,0.9075338921703391
123,0.882414674180937
124,0.9899637862361904
125,0.8591749464122074
126,0.8139327663744446
127,0.8232311827595076
128,0.990565714172541
129,0.764287599163899
130,0.9574360145412368
131,0.5273288478554544
132,1.077697609431734
133,0.8596888805781078
134,0.9994530283641373
135,1.019348604988415
136,0.7942027638412535
137,0.8608933358433503
